video_id,K,t,D,entertainment_flag,education_flag,r,c,N
542,3,3.1146,2,1,0,3.0,0.003115,24
543,3,0.5,1,1,0,4.5,0.0005,26
544,4,1.0149,1,0,0,3.0,0.001015,22
545,1,1.1654,1,0,1,1.5,0.001165,76
546,2,2.4811,1,1,0,5.25,0.002481,58
547,2,0.6482,1,1,0,5.25,0.000648,23
548,1,0.6117,1,0,1,1.5,0.000612,30
549,3,1.3392,1,1,0,4.5,0.001339,43
550,2,3.3186,2,1,0,3.5,0.003319,25
551,3,11.9484,2,1,0,3.0,0.011948,76
552,2,0.5,1,1,0,5.25,0.0005,65
553,2,1.6628,1,1,0,5.25,0.001663,25
554,4,0.5,1,0,0,3.0,0.0005,36
555,1,3.3601,2,0,1,1.0,0.00336,28
556,2,0.5,1,1,0,5.25,0.0005,29
557,2,0.6179,1,1,0,5.25,0.000618,22
558,3,0.6729,1,1,0,4.5,0.000673,20
559,3,1.1241,1,1,0,4.5,0.001124,20
560,3,1.6759,1,1,0,4.5,0.001676,30
561,1,1.9677,1,0,1,1.5,0.001968,591
562,2,1.2061,1,1,0,5.25,0.001206,24
563,3,0.5,1,1,0,4.5,0.0005,387
564,3,2.5116,1,1,0,4.5,0.002512,56
565,3,1.1505,1,1,0,4.5,0.00115,83
566,3,3.8763,2,1,0,3.0,0.003876,48
567,3,0.5977,1,1,0,4.5,0.000598,20
568,1,0.5,1,0,1,1.5,0.0005,21
569,2,1.1725,1,1,0,5.25,0.001172,20
570,3,4.4331,2,1,0,3.0,0.004433,20
571,2,1.4249,1,1,0,5.25,0.001425,22
572,3,0.9935,1,1,0,4.5,0.000993,977
573,3,0.508,1,1,0,4.5,0.000508,71
574,3,7.0351,2,1,0,3.0,0.007035,22
575,4,0.5,1,0,0,3.0,0.0005,51
576,3,0.5873,1,1,0,4.5,0.000587,33
577,4,2.1451,1,0,0,3.0,0.002145,73
578,3,0.5,1,1,0,4.5,0.0005,90
579,4,4.3394,2,0,0,2.0,0.004339,20
580,2,2.2645,1,1,0,5.25,0.002264,37
581,3,2.9814,1,1,0,4.5,0.002981,39
582,3,2.1197,1,1,0,4.5,0.00212,64
583,1,1.0325,1,0,1,1.5,0.001033,21
584,2,0.5,1,1,0,5.25,0.0005,20
585,4,1.0545,1,0,0,3.0,0.001055,21
586,3,0.5,1,1,0,4.5,0.0005,21
587,2,1.9725,1,1,0,5.25,0.001973,20
588,2,2.7181,1,1,0,5.25,0.002718,36
589,2,5.3119,2,1,0,3.5,0.005312,39
590,1,1.7593,1,0,1,1.5,0.001759,27
591,4,3.0579,2,0,0,2.0,0.003058,88
592,2,0.9012,1,1,0,5.25,0.000901,23
593,2,0.7519,1,1,0,5.25,0.000752,28
594,3,1.948,1,1,0,4.5,0.001948,45
595,1,0.8242,1,0,1,1.5,0.000824,22
596,2,1.5878,1,1,0,5.25,0.001588,58
597,3,0.5,1,1,0,4.5,0.0005,124
598,3,0.5023,1,1,0,4.5,0.000502,34
599,4,2.29,1,0,0,3.0,0.00229,20
600,3,2.9442,1,1,0,4.5,0.002944,117
601,3,0.5,1,1,0,4.5,0.0005,1000
602,3,2.3721,1,1,0,4.5,0.002372,23
603,4,0.7121,1,0,0,3.0,0.000712,40
604,3,1.2332,1,1,0,4.5,0.001233,57
605,4,5.0033,2,0,0,2.0,0.005003,46
606,3,2.72,1,1,0,4.5,0.00272,20
607,4,2.6886,1,0,0,3.0,0.002689,20
608,1,8.182,2,0,1,1.0,0.008182,53
609,3,0.6001,1,1,0,4.5,0.0006,22
610,2,0.5,1,1,0,5.25,0.0005,30
611,3,0.5892,1,1,0,4.5,0.000589,20
612,3,0.9405,1,1,0,4.5,0.00094,66
613,4,0.5,1,0,0,3.0,0.0005,105
614,4,0.9858,1,0,0,3.0,0.000986,22
615,2,0.7037,1,1,0,5.25,0.000704,87
616,3,2.6562,1,1,0,4.5,0.002656,20
617,3,1.7256,1,1,0,4.5,0.001726,20
618,2,0.6653,1,1,0,5.25,0.000665,20
619,1,2.1883,1,0,1,1.5,0.002188,47
620,1,2.5003,1,0,1,1.5,0.0025,20
621,3,0.5625,1,1,0,4.5,0.000562,29
622,3,0.7409,1,1,0,4.5,0.000741,54
623,4,0.5,1,0,0,3.0,0.0005,91
624,3,0.5,1,1,0,4.5,0.0005,28
625,4,0.5773,1,0,0,3.0,0.000577,34
626,2,1.3064,1,1,0,5.25,0.001306,58
627,3,0.5,1,1,0,4.5,0.0005,58
628,1,0.7259,1,0,1,1.5,0.000726,24
629,3,0.5,1,1,0,4.5,0.0005,31
630,3,1.4394,1,1,0,4.5,0.001439,54
631,4,1.8568,1,0,0,3.0,0.001857,1000
632,3,1.814,1,1,0,4.5,0.001814,114
633,1,1.2281,1,0,1,1.5,0.001228,36
634,2,0.5,1,1,0,5.25,0.0005,25
635,1,0.6526,1,0,1,1.5,0.000653,20
636,1,0.8072,1,0,1,1.5,0.000807,20
637,3,0.8105,1,1,0,4.5,0.00081,24
638,3,1.3075,1,1,0,4.5,0.001308,77
639,3,5.0465,2,1,0,3.0,0.005046,66
640,4,2.7326,1,0,0,3.0,0.002733,24
641,3,0.5,1,1,0,4.5,0.0005,30
642,3,2.3906,1,1,0,4.5,0.002391,53
643,1,2.3012,1,0,1,1.5,0.002301,23
644,2,0.5418,1,1,0,5.25,0.000542,20
645,3,2.8349,1,1,0,4.5,0.002835,34
646,4,1.0333,1,0,0,3.0,0.001033,48
647,1,0.5,1,0,1,1.5,0.0005,45
648,3,1.9124,1,1,0,4.5,0.001912,69
649,3,1.507,1,1,0,4.5,0.001507,35
650,1,0.9661,1,0,1,1.5,0.000966,51
651,2,1.1685,1,1,0,5.25,0.001168,48
652,4,0.591,1,0,0,3.0,0.000591,38
653,3,2.2328,1,1,0,4.5,0.002233,41
654,2,1.1615,1,1,0,5.25,0.001161,37
655,4,1.4328,1,0,0,3.0,0.001433,30
656,2,1.7338,1,1,0,5.25,0.001734,30
657,4,0.5,1,0,0,3.0,0.0005,57
658,2,0.5,1,1,0,5.25,0.0005,82
659,3,0.5,1,1,0,4.5,0.0005,20
660,2,2.1338,1,1,0,5.25,0.002134,24
661,2,0.5,1,1,0,5.25,0.0005,55
662,4,1.385,1,0,0,3.0,0.001385,22
663,2,1.7579,1,1,0,5.25,0.001758,55
664,1,2.2155,1,0,1,1.5,0.002216,20
665,2,0.5,1,1,0,5.25,0.0005,25
666,3,1.1365,1,1,0,4.5,0.001137,20
667,3,6.4458,2,1,0,3.0,0.006446,20
668,4,6.736,2,0,0,2.0,0.006736,60
669,2,3.2559,2,1,0,3.5,0.003256,71
670,2,1.7,1,1,0,5.25,0.0017,64
671,1,0.5,1,0,1,1.5,0.0005,24
672,3,2.4887,1,1,0,4.5,0.002489,21
673,4,1.0358,1,0,0,3.0,0.001036,20
674,3,2.1248,1,1,0,4.5,0.002125,212
675,3,0.6442,1,1,0,4.5,0.000644,64
676,2,1.0204,1,1,0,5.25,0.00102,20
677,4,1.4295,1,0,0,3.0,0.001429,20
678,3,1.5518,1,1,0,4.5,0.001552,22
679,1,1.9875,1,0,1,1.5,0.001987,25
680,2,0.6797,1,1,0,5.25,0.00068,36
681,1,0.5,1,0,1,1.5,0.0005,56
682,2,6.1591,2,1,0,3.5,0.006159,63
683,1,14.6202,2,0,1,1.0,0.01462,30
684,3,1.8976,1,1,0,4.5,0.001898,24
685,3,0.5,1,1,0,4.5,0.0005,48
686,2,0.5599,1,1,0,5.25,0.00056,40
687,2,2.0183,1,1,0,5.25,0.002018,107
688,4,4.6379,2,0,0,2.0,0.004638,20
689,3,0.5,1,1,0,4.5,0.0005,20
690,3,1.0712,1,1,0,4.5,0.001071,76
691,2,1.4756,1,1,0,5.25,0.001476,24
692,4,2.8798,1,0,0,3.0,0.00288,20
693,2,0.8603,1,1,0,5.25,0.00086,24
694,2,0.5,1,1,0,5.25,0.0005,521
695,4,2.2577,1,0,0,3.0,0.002258,305
696,3,3.7357,2,1,0,3.0,0.003736,20
697,3,1.1169,1,1,0,4.5,0.001117,20
698,3,1.8192,1,1,0,4.5,0.001819,20
699,3,0.7548,1,1,0,4.5,0.000755,21
700,2,0.5207,1,1,0,5.25,0.000521,24
701,2,3.3857,2,1,0,3.5,0.003386,27
702,2,1.7872,1,1,0,5.25,0.001787,31
703,2,1.9808,1,1,0,5.25,0.001981,20
704,4,5.4481,2,0,0,2.0,0.005448,43
705,2,0.5,1,1,0,5.25,0.0005,25
706,3,0.6985,1,1,0,4.5,0.000698,26
707,3,1.4206,1,1,0,4.5,0.001421,22
708,3,0.6899,1,1,0,4.5,0.00069,25
709,2,2.6546,1,1,0,5.25,0.002655,22
710,3,1.0058,1,1,0,4.5,0.001006,29
711,4,0.5,1,0,0,3.0,0.0005,134
712,3,1.2955,1,1,0,4.5,0.001296,55
713,3,1.4383,1,1,0,4.5,0.001438,87
714,4,3.0889,2,0,0,2.0,0.003089,36
715,3,1.7973,1,1,0,4.5,0.001797,21
716,2,1.9238,1,1,0,5.25,0.001924,42
717,3,1.671,1,1,0,4.5,0.001671,20
718,1,1.0049,1,0,1,1.5,0.001005,34
719,3,0.5927,1,1,0,4.5,0.000593,27
720,4,1.6193,1,0,0,3.0,0.001619,20
721,3,0.8694,1,1,0,4.5,0.000869,82
722,2,6.573,2,1,0,3.5,0.006573,20
723,1,4.6429,2,0,1,1.0,0.004643,21
724,4,2.2841,1,0,0,3.0,0.002284,92
725,1,1.7711,1,0,1,1.5,0.001771,21
726,1,1.1109,1,0,1,1.5,0.001111,27
727,2,0.5,1,1,0,5.25,0.0005,24
728,1,0.9772,1,0,1,1.5,0.000977,53
729,3,1.3425,1,1,0,4.5,0.001343,25
730,3,1.5259,1,1,0,4.5,0.001526,47
731,2,1.94,1,1,0,5.25,0.00194,75
732,1,3.048,2,0,1,1.0,0.003048,20
733,1,0.6071,1,0,1,1.5,0.000607,41
734,2,0.6127,1,1,0,5.25,0.000613,70
735,1,5.1759,2,0,1,1.0,0.005176,24
736,3,2.6225,1,1,0,4.5,0.002623,185
737,2,0.8207,1,1,0,5.25,0.000821,26
738,2,1.0897,1,1,0,5.25,0.00109,31
739,2,1.0946,1,1,0,5.25,0.001095,34
740,2,1.252,1,1,0,5.25,0.001252,61
741,1,1.9461,1,0,1,1.5,0.001946,20
742,1,15.3044,3,0,1,0.8,0.015304,21
743,4,1.4665,1,0,0,3.0,0.001467,28
744,1,2.3531,1,0,1,1.5,0.002353,20
745,3,0.5,1,1,0,4.5,0.0005,20
746,3,0.747,1,1,0,4.5,0.000747,20
747,2,4.1452,2,1,0,3.5,0.004145,359
748,2,1.8139,1,1,0,5.25,0.001814,21
749,3,0.5,1,1,0,4.5,0.0005,21
750,3,2.3802,1,1,0,4.5,0.00238,28
751,2,8.2591,2,1,0,3.5,0.008259,27
752,2,0.5,1,1,0,5.25,0.0005,325
753,2,5.543,2,1,0,3.5,0.005543,30
754,3,0.5,1,1,0,4.5,0.0005,35
755,3,3.0992,2,1,0,3.0,0.003099,25
756,2,1.2026,1,1,0,5.25,0.001203,32
757,2,0.5,1,1,0,5.25,0.0005,26
758,4,1.8951,1,0,0,3.0,0.001895,28
759,1,3.8343,2,0,1,1.0,0.003834,64
760,3,1.7455,1,1,0,4.5,0.001745,82
761,3,2.1771,1,1,0,4.5,0.002177,20
762,2,0.8037,1,1,0,5.25,0.000804,20
763,1,0.5,1,0,1,1.5,0.0005,146
764,1,2.423,1,0,1,1.5,0.002423,20
765,4,6.979,2,0,0,2.0,0.006979,34
766,1,3.7536,2,0,1,1.0,0.003754,37
767,2,0.5,1,1,0,5.25,0.0005,20
768,1,0.5,1,0,1,1.5,0.0005,41
769,1,0.5206,1,0,1,1.5,0.000521,73
770,3,0.5,1,1,0,4.5,0.0005,27
771,2,1.2679,1,1,0,5.25,0.001268,20
772,3,1.7978,1,1,0,4.5,0.001798,40
773,3,0.5,1,1,0,4.5,0.0005,565
774,3,2.6387,1,1,0,4.5,0.002639,23
775,1,2.2128,1,0,1,1.5,0.002213,31
776,4,0.7012,1,0,0,3.0,0.000701,20
777,3,1.0208,1,1,0,4.5,0.001021,31
778,2,0.5,1,1,0,5.25,0.0005,20
779,3,0.8701,1,1,0,4.5,0.00087,21
780,4,1.2221,1,0,0,3.0,0.001222,20
781,2,1.436,1,1,0,5.25,0.001436,25
782,4,1.7718,1,0,0,3.0,0.001772,22
783,3,1.5487,1,1,0,4.5,0.001549,199
784,3,0.9313,1,1,0,4.5,0.000931,26
785,4,1.615,1,0,0,3.0,0.001615,22
786,2,3.3041,2,1,0,3.5,0.003304,27
787,3,1.1026,1,1,0,4.5,0.001103,108
788,2,1.6665,1,1,0,5.25,0.001667,34
789,3,1.007,1,1,0,4.5,0.001007,75
790,3,0.6353,1,1,0,4.5,0.000635,104
791,2,2.0463,1,1,0,5.25,0.002046,20
792,2,0.6962,1,1,0,5.25,0.000696,119
793,2,1.7848,1,1,0,5.25,0.001785,23
794,1,1.2478,1,0,1,1.5,0.001248,57
795,1,0.8951,1,0,1,1.5,0.000895,42
796,2,0.8737,1,1,0,5.25,0.000874,20
797,1,0.7298,1,0,1,1.5,0.00073,52
798,2,0.5,1,1,0,5.25,0.0005,33
799,3,1.779,1,1,0,4.5,0.001779,54
800,3,1.5291,1,1,0,4.5,0.001529,71
801,3,2.8372,1,1,0,4.5,0.002837,26
802,2,0.713,1,1,0,5.25,0.000713,50
803,4,8.073,2,0,0,2.0,0.008073,22
804,3,0.8298,1,1,0,4.5,0.00083,46
805,1,0.5056,1,0,1,1.5,0.000506,22
806,1,0.5,1,0,1,1.5,0.0005,21
807,3,0.5,1,1,0,4.5,0.0005,27
808,2,5.6169,2,1,0,3.5,0.005617,21
809,3,4.7789,2,1,0,3.0,0.004779,58
810,4,2.212,1,0,0,3.0,0.002212,124
811,1,0.5,1,0,1,1.5,0.0005,27
812,1,7.4217,2,0,1,1.0,0.007422,31
813,4,0.8534,1,0,0,3.0,0.000853,30
814,3,0.9269,1,1,0,4.5,0.000927,36
815,1,5.1059,2,0,1,1.0,0.005106,59
816,4,2.3445,1,0,0,3.0,0.002344,27
817,4,10.96,2,0,0,2.0,0.01096,40
818,3,1.5556,1,1,0,4.5,0.001556,35
819,3,0.8156,1,1,0,4.5,0.000816,37
820,2,0.6579,1,1,0,5.25,0.000658,52
821,1,0.5,1,0,1,1.5,0.0005,23
822,3,0.9181,1,1,0,4.5,0.000918,62
823,2,3.8104,2,1,0,3.5,0.00381,33
824,3,2.2078,1,1,0,4.5,0.002208,34
825,3,1.2379,1,1,0,4.5,0.001238,20
826,1,0.5,1,0,1,1.5,0.0005,106
827,3,1.522,1,1,0,4.5,0.001522,170
828,2,3.34,2,1,0,3.5,0.00334,132
829,4,1.8661,1,0,0,3.0,0.001866,26
830,2,1.4332,1,1,0,5.25,0.001433,31
831,3,0.5467,1,1,0,4.5,0.000547,45
832,3,2.8873,1,1,0,4.5,0.002887,43
833,2,0.5,1,1,0,5.25,0.0005,28
834,3,1.7789,1,1,0,4.5,0.001779,34
835,3,15.8548,3,1,0,2.4,0.015855,128
836,3,0.5,1,1,0,4.5,0.0005,21
837,3,0.9529,1,1,0,4.5,0.000953,43
838,4,1.2035,1,0,0,3.0,0.001204,20
839,2,0.7638,1,1,0,5.25,0.000764,50
840,3,3.4196,2,1,0,3.0,0.00342,393
841,1,1.9457,1,0,1,1.5,0.001946,231
842,3,1.4126,1,1,0,4.5,0.001413,137
843,3,2.6924,1,1,0,4.5,0.002692,20
844,2,1.2336,1,1,0,5.25,0.001234,20
845,1,29.1662,3,0,1,0.8,0.029166,30
846,4,1.4113,1,0,0,3.0,0.001411,20
847,2,1.4747,1,1,0,5.25,0.001475,29
848,3,0.5,1,1,0,4.5,0.0005,20
849,1,0.7045,1,0,1,1.5,0.000704,30
850,4,3.821,2,0,0,2.0,0.003821,317
851,2,0.5,1,1,0,5.25,0.0005,41
852,2,0.5,1,1,0,5.25,0.0005,24
853,4,1.2529,1,0,0,3.0,0.001253,215
854,4,4.7774,2,0,0,2.0,0.004777,22
855,2,1.2656,1,1,0,5.25,0.001266,45
856,3,0.8668,1,1,0,4.5,0.000867,69
857,3,0.5,1,1,0,4.5,0.0005,63
858,4,1.9068,1,0,0,3.0,0.001907,33
859,2,2.35,1,1,0,5.25,0.00235,31
860,3,0.5,1,1,0,4.5,0.0005,20
861,3,3.7723,2,1,0,3.0,0.003772,24
862,3,2.6087,1,1,0,4.5,0.002609,410
863,3,3.7639,2,1,0,3.0,0.003764,32
864,3,2.1742,1,1,0,4.5,0.002174,22
865,1,2.3322,1,0,1,1.5,0.002332,29
866,4,2.0419,1,0,0,3.0,0.002042,21
867,4,2.891,1,0,0,3.0,0.002891,34
868,3,0.5,1,1,0,4.5,0.0005,20
869,1,0.5,1,0,1,1.5,0.0005,21
870,2,0.5811,1,1,0,5.25,0.000581,28
871,3,1.0654,1,1,0,4.5,0.001065,27
872,1,1.7883,1,0,1,1.5,0.001788,46
873,4,1.6784,1,0,0,3.0,0.001678,33
874,2,3.7071,2,1,0,3.5,0.003707,34
875,3,3.8253,2,1,0,3.0,0.003825,56
876,4,0.507,1,0,0,3.0,0.000507,29
877,2,1.5399,1,1,0,5.25,0.00154,38
878,2,0.5196,1,1,0,5.25,0.00052,24
879,3,1.0049,1,1,0,4.5,0.001005,59
880,3,1.6735,1,1,0,4.5,0.001674,20
881,2,0.5,1,1,0,5.25,0.0005,23
882,3,13.523,2,1,0,3.0,0.013523,118
883,4,2.1373,1,0,0,3.0,0.002137,38
884,3,0.6686,1,1,0,4.5,0.000669,98
885,2,8.3354,2,1,0,3.5,0.008335,30
886,2,0.857,1,1,0,5.25,0.000857,61
887,2,1.385,1,1,0,5.25,0.001385,43
888,1,0.7453,1,0,1,1.5,0.000745,24
889,2,6.329,2,1,0,3.5,0.006329,52
890,3,1.0922,1,1,0,4.5,0.001092,98
891,2,1.4086,1,1,0,5.25,0.001409,20
892,4,4.0428,2,0,0,2.0,0.004043,129
893,2,2.1777,1,1,0,5.25,0.002178,30
894,1,1.1489,1,0,1,1.5,0.001149,21
895,3,3.6823,2,1,0,3.0,0.003682,20
896,4,15.3579,3,0,0,1.6,0.015358,20
897,2,1.6662,1,1,0,5.25,0.001666,37
898,2,1.3633,1,1,0,5.25,0.001363,26
899,2,1.4387,1,1,0,5.25,0.001439,26
900,3,4.4977,2,1,0,3.0,0.004498,56
901,3,0.6663,1,1,0,4.5,0.000666,107
902,2,0.9184,1,1,0,5.25,0.000918,24
903,1,0.5,1,0,1,1.5,0.0005,20
904,3,0.5,1,1,0,4.5,0.0005,29
905,4,0.7228,1,0,0,3.0,0.000723,20
906,3,1.1471,1,1,0,4.5,0.001147,20
907,3,7.1152,2,1,0,3.0,0.007115,150
908,1,2.0733,1,0,1,1.5,0.002073,28
909,2,0.5,1,1,0,5.25,0.0005,24
910,2,0.5858,1,1,0,5.25,0.000586,182
911,3,4.7965,2,1,0,3.0,0.004797,64
912,4,3.7425,2,0,0,2.0,0.003743,25
913,4,1.2477,1,0,0,3.0,0.001248,68
914,4,0.7793,1,0,0,3.0,0.000779,36
915,4,3.7362,2,0,0,2.0,0.003736,22
916,4,0.5,1,0,0,3.0,0.0005,80
917,1,1.7953,1,0,1,1.5,0.001795,25
918,1,11.773,2,0,1,1.0,0.011773,62
919,2,1.4896,1,1,0,5.25,0.00149,21
920,3,0.5585,1,1,0,4.5,0.000559,20
921,1,1.8285,1,0,1,1.5,0.001829,20
922,3,0.7582,1,1,0,4.5,0.000758,30
923,3,0.5,1,1,0,4.5,0.0005,61
924,3,2.4453,1,1,0,4.5,0.002445,20
925,2,3.7098,2,1,0,3.5,0.00371,20
926,2,0.8889,1,1,0,5.25,0.000889,45
927,2,0.8319,1,1,0,5.25,0.000832,54
928,4,0.5,1,0,0,3.0,0.0005,905
929,3,1.0442,1,1,0,4.5,0.001044,64
930,3,0.6913,1,1,0,4.5,0.000691,20
931,2,0.5,1,1,0,5.25,0.0005,30
932,2,8.0471,2,1,0,3.5,0.008047,62
933,2,1.9341,1,1,0,5.25,0.001934,59
934,3,2.1502,1,1,0,4.5,0.00215,30
935,3,2.9345,1,1,0,4.5,0.002935,20
936,2,2.6226,1,1,0,5.25,0.002623,36
937,4,0.8025,1,0,0,3.0,0.000803,22
938,1,1.5931,1,0,1,1.5,0.001593,20
939,4,0.9269,1,0,0,3.0,0.000927,37
940,1,1.8806,1,0,1,1.5,0.001881,22
941,2,1.7072,1,1,0,5.25,0.001707,20
942,3,0.8274,1,1,0,4.5,0.000827,176
943,2,0.5,1,1,0,5.25,0.0005,20
944,2,1.4041,1,1,0,5.25,0.001404,20
945,2,0.9889,1,1,0,5.25,0.000989,20
946,2,0.5,1,1,0,5.25,0.0005,38
947,3,2.0154,1,1,0,4.5,0.002015,44
948,4,3.1851,2,0,0,2.0,0.003185,23
949,4,15.2032,3,0,0,1.6,0.015203,97
950,2,0.8203,1,1,0,5.25,0.00082,36
951,3,0.7078,1,1,0,4.5,0.000708,28
952,2,0.5,1,1,0,5.25,0.0005,20
953,2,1.4945,1,1,0,5.25,0.001494,33
954,2,1.4851,1,1,0,5.25,0.001485,20
955,4,0.5389,1,0,0,3.0,0.000539,37
956,4,1.0184,1,0,0,3.0,0.001018,191
957,3,0.5,1,1,0,4.5,0.0005,20
958,3,3.0634,2,1,0,3.0,0.003063,195
959,3,0.5613,1,1,0,4.5,0.000561,50
960,3,1.1717,1,1,0,4.5,0.001172,124
961,3,0.5,1,1,0,4.5,0.0005,48
962,2,0.6776,1,1,0,5.25,0.000678,152
963,1,0.9172,1,0,1,1.5,0.000917,152
964,1,1.1994,1,0,1,1.5,0.001199,25
965,4,1.9599,1,0,0,3.0,0.00196,20
966,3,5.1152,2,1,0,3.0,0.005115,28
967,4,2.524,1,0,0,3.0,0.002524,32
968,2,3.175,2,1,0,3.5,0.003175,20
969,3,5.1513,2,1,0,3.0,0.005151,23
970,2,2.1444,1,1,0,5.25,0.002144,20
971,2,1.1693,1,1,0,5.25,0.001169,33
972,1,3.3276,2,0,1,1.0,0.003328,26
973,1,3.5472,2,0,1,1.0,0.003547,24
974,4,2.3203,1,0,0,3.0,0.00232,25
975,2,0.5,1,1,0,5.25,0.0005,22
976,3,0.5229,1,1,0,4.5,0.000523,23
977,3,0.9215,1,1,0,4.5,0.000922,24
978,2,2.6453,1,1,0,5.25,0.002645,72
979,3,1.1874,1,1,0,4.5,0.001187,226
980,2,3.7811,2,1,0,3.5,0.003781,36
981,4,4.5194,2,0,0,2.0,0.004519,20
982,3,4.0242,2,1,0,3.0,0.004024,37
983,3,4.0499,2,1,0,3.0,0.00405,23
984,3,0.5,1,1,0,4.5,0.0005,29
985,2,1.9656,1,1,0,5.25,0.001966,130
986,4,0.6607,1,0,0,3.0,0.000661,41
987,2,0.5,1,1,0,5.25,0.0005,20
988,1,0.91,1,0,1,1.5,0.00091,50
989,2,4.5626,2,1,0,3.5,0.004563,20
990,3,1.923,1,1,0,4.5,0.001923,20
991,3,9.1244,2,1,0,3.0,0.009124,102
992,3,1.4483,1,1,0,4.5,0.001448,120
993,3,14.0265,2,1,0,3.0,0.014027,20
994,2,1.4487,1,1,0,5.25,0.001449,27
995,4,1.2406,1,0,0,3.0,0.001241,132
996,2,0.5,1,1,0,5.25,0.0005,96
997,3,3.6829,2,1,0,3.0,0.003683,42
998,1,0.7342,1,0,1,1.5,0.000734,26
999,4,0.6351,1,0,0,3.0,0.000635,20
1000,2,4.3683,2,1,0,3.5,0.004368,26
1001,1,3.8627,2,0,1,1.0,0.003863,20
1002,3,3.7629,2,1,0,3.0,0.003763,69
1003,1,0.8445,1,0,1,1.5,0.000844,39
1004,2,1.1528,1,1,0,5.25,0.001153,1000
1005,3,1.1426,1,1,0,4.5,0.001143,20
1006,2,2.6529,1,1,0,5.25,0.002653,24
1007,4,5.7357,2,0,0,2.0,0.005736,133
1008,2,1.7529,1,1,0,5.25,0.001753,20
1009,3,8.7411,2,1,0,3.0,0.008741,23
1010,3,2.9753,1,1,0,4.5,0.002975,113
1011,3,0.9592,1,1,0,4.5,0.000959,32
1012,3,2.7784,1,1,0,4.5,0.002778,23
1013,3,6.6798,2,1,0,3.0,0.00668,29
1014,4,8.9481,2,0,0,2.0,0.008948,24
1015,2,3.9751,2,1,0,3.5,0.003975,28
1016,2,1.2446,1,1,0,5.25,0.001245,20
1017,3,0.9767,1,1,0,4.5,0.000977,22
1018,3,2.1581,1,1,0,4.5,0.002158,44
1019,1,6.4696,2,0,1,1.0,0.00647,20
1020,2,1.8718,1,1,0,5.25,0.001872,21
1021,4,1.9111,1,0,0,3.0,0.001911,20
1022,3,1.277,1,1,0,4.5,0.001277,25
1023,4,0.8739,1,0,0,3.0,0.000874,20
1024,3,1.0315,1,1,0,4.5,0.001031,20
1025,3,1.389,1,1,0,4.5,0.001389,39
1026,2,6.7615,2,1,0,3.5,0.006762,31
1027,4,0.9545,1,0,0,3.0,0.000955,37
1028,2,1.2786,1,1,0,5.25,0.001279,32
1029,3,0.5106,1,1,0,4.5,0.000511,45
1030,2,2.4838,1,1,0,5.25,0.002484,36
1031,3,4.758,2,1,0,3.0,0.004758,76
1032,3,6.1573,2,1,0,3.0,0.006157,242
1033,3,1.4866,1,1,0,4.5,0.001487,34
1034,4,2.1544,1,0,0,3.0,0.002154,186
1035,2,1.0404,1,1,0,5.25,0.00104,20
1036,3,2.0568,1,1,0,4.5,0.002057,30
1037,2,1.6605,1,1,0,5.25,0.00166,63
1038,2,1.2858,1,1,0,5.25,0.001286,110
1039,2,1.3922,1,1,0,5.25,0.001392,20
1040,1,1.9061,1,0,1,1.5,0.001906,35
1041,1,0.9039,1,0,1,1.5,0.000904,26
1042,3,0.9518,1,1,0,4.5,0.000952,171
1043,3,6.6893,2,1,0,3.0,0.006689,173
1044,3,18.2414,3,1,0,2.4,0.018241,35
1045,1,0.5,1,0,1,1.5,0.0005,24
1046,2,0.5,1,1,0,5.25,0.0005,20
1047,2,0.5,1,1,0,5.25,0.0005,22
1048,3,1.094,1,1,0,4.5,0.001094,35
1049,4,2.9711,1,0,0,3.0,0.002971,21
1050,2,2.1911,1,1,0,5.25,0.002191,52
1051,3,1.4408,1,1,0,4.5,0.001441,38
1052,1,2.0587,1,0,1,1.5,0.002059,86
1053,2,0.6072,1,1,0,5.25,0.000607,29
1054,1,0.9503,1,0,1,1.5,0.00095,21
1055,2,1.1889,1,1,0,5.25,0.001189,20
1056,3,0.5,1,1,0,4.5,0.0005,27
1057,4,0.5,1,0,0,3.0,0.0005,27
1058,2,0.5,1,1,0,5.25,0.0005,20
1059,3,2.6045,1,1,0,4.5,0.002605,22
1060,3,1.5504,1,1,0,4.5,0.00155,25
1061,4,2.2349,1,0,0,3.0,0.002235,27
1062,3,0.5,1,1,0,4.5,0.0005,50
1063,2,0.5,1,1,0,5.25,0.0005,20
1064,3,2.3546,1,1,0,4.5,0.002355,35
1065,2,0.5,1,1,0,5.25,0.0005,28
1066,4,4.1279,2,0,0,2.0,0.004128,28
1067,2,0.5,1,1,0,5.25,0.0005,25
1068,3,2.8193,1,1,0,4.5,0.002819,40
1069,1,0.5,1,0,1,1.5,0.0005,106
1070,2,3.4627,2,1,0,3.5,0.003463,38
1071,4,30.0033,3,0,0,1.6,0.030003,30
1072,3,0.5,1,1,0,4.5,0.0005,34
1073,2,2.4315,1,1,0,5.25,0.002432,20
1074,4,0.5,1,0,0,3.0,0.0005,48
1075,4,1.8588,1,0,0,3.0,0.001859,20
1076,2,0.9865,1,1,0,5.25,0.000986,98
1077,3,1.3812,1,1,0,4.5,0.001381,39
1078,3,0.5,1,1,0,4.5,0.0005,66
1079,3,2.6477,1,1,0,4.5,0.002648,888
1080,2,0.5,1,1,0,5.25,0.0005,20
