user_id,age,I,T,R,K,A,E
711,15.3,2,25,31.7,12,7,2
712,16.1,2,34,33.5,17,10,3
713,16.4,2,38,36.3,19,11,3
714,16.1,2,58,39.7,29,17,5
715,15.2,2,61,50.1,30,18,6
716,15.4,2,51,34.6,25,15,5
717,15.4,2,20,48.7,10,6,2
718,16.1,2,61,32.3,30,18,6
719,16.7,2,61,31.7,30,18,6
720,12.7,1,35,17.1,17,10,3
721,16.2,2,53,27.1,26,15,5
722,12.6,1,33,21.4,16,9,3
723,16.6,2,44,29.3,22,13,4
724,13.2,1,40,23.7,20,12,4
725,13.3,1,51,22.6,25,15,5
726,16.1,2,85,32.3,42,25,8
727,15.1,2,46,38.1,23,13,4
728,15.6,2,33,38.4,16,9,3
729,14.2,1,38,21.8,19,11,3
730,16.7,2,76,48.2,38,22,7
731,12.6,1,55,23.6,27,16,5
732,15.5,2,65,40.1,32,19,6
733,15.6,2,39,37.7,19,11,3
734,16.4,2,41,24.3,20,12,4
735,13.1,1,42,19.5,21,12,4
736,17,2,64,38.6,32,19,6
737,15.9,2,51,32,25,15,5
738,16.2,2,60,34.7,30,18,6
739,16.3,2,47,21.9,23,13,4
740,13.5,1,27,20.6,13,7,2
741,15.8,2,20,39.7,10,6,2
742,13.2,1,52,27.6,26,15,5
743,15.1,2,47,35.2,23,13,4
744,15.9,2,52,23.1,26,15,5
745,12.8,1,29,23.8,14,8,2
746,13.6,1,44,18.4,22,13,4
747,15.8,2,60,40.6,30,18,6
748,16.7,2,64,40.8,32,19,6
749,16.2,2,54,28.6,27,16,5
750,13,1,49,20.2,24,14,4
751,13,1,49,16.7,24,14,4
752,15.8,2,65,37,32,19,6
753,13.8,1,41,28.1,20,12,4
754,15.6,2,63,47,31,18,6
755,15.6,2,46,36.4,23,13,4
756,12.4,1,49,25.5,24,14,4
757,15.9,2,69,38.4,34,20,6
758,15.5,2,59,20.5,29,17,5
759,16,2,60,31.2,30,18,6
760,16.1,2,56,34.6,28,16,5
761,15.5,2,43,51,21,12,4
762,15.7,2,55,37,27,16,5
763,15.4,2,58,46.4,29,17,5
764,15.8,2,46,16.2,23,13,4
765,15.8,2,84,36.2,42,25,8
766,15.2,2,103,39.5,51,30,10
767,13.3,1,50,19.9,25,15,5
768,13.7,1,41,16.2,20,12,4
769,16.7,2,36,33.6,18,10,3
770,15.8,2,89,40.6,44,26,8
771,15.6,2,72,-0.1,36,21,7
772,16,2,74,31,37,22,7
773,12.7,1,47,21.8,23,13,4
774,15.6,2,62,44.8,31,18,6
775,15.9,2,79,48.4,39,23,7
776,12.9,1,60,21.5,30,18,6
777,13.4,1,43,25.7,21,12,4
778,16.1,2,59,36.5,29,17,5
779,12.8,1,20,21.9,10,6,2
780,15.8,2,75,23.6,37,22,7
781,14.4,1,45,23,22,13,4
782,16.2,2,55,33.1,27,16,5
783,15.7,2,46,44.9,23,13,4
784,16,2,62,31.8,31,18,6
785,13.3,1,38,20.6,19,11,3
786,12.3,1,37,20.1,18,10,3
787,12.7,1,45,12.7,22,13,4
788,12.2,1,21,24.5,10,6,2
789,15.5,2,65,38.6,32,19,6
790,17.1,2,62,37.7,31,18,6
791,15.4,2,45,34.2,22,13,4
792,15.4,2,66,41.9,33,19,6
793,15.3,2,54,38.8,27,16,5
794,12.7,1,45,26.5,22,13,4
795,15.9,2,68,26.3,34,20,6
796,15.6,2,42,23.7,21,12,4
797,13,1,40,9.9,20,12,4
798,16.1,2,48,28.5,24,14,4
799,16.1,2,43,38.8,21,12,4
800,15.4,2,59,36.1,29,17,5
801,15.2,2,49,33.2,24,14,4
802,12.2,1,48,22.6,24,14,4
803,15.1,2,70,39.2,35,21,7
804,15.6,2,66,26.8,33,19,6
805,12.4,1,36,20.1,18,10,3
806,12.1,1,59,23.9,29,17,5
807,15.4,2,79,22.7,39,23,7
808,14.1,1,38,21.9,19,11,3
809,15.2,2,66,27.1,33,19,6
810,15.6,2,35,41.1,17,10,3
811,13.4,1,42,13.3,21,12,4
812,17,2,66,44.8,33,19,6
813,12.5,1,47,12.6,23,13,4
814,16.7,2,70,25.3,35,21,7
815,15.3,2,40,25.4,20,12,4
816,15.5,2,81,34.7,40,24,8
817,15.9,2,72,34.4,36,21,7
818,15.6,2,70,37,35,21,7
819,12.3,1,50,15.9,25,15,5
820,16.2,2,78,32.8,39,23,7
821,12.4,1,50,27.3,25,15,5
822,12.1,1,32,20.9,16,9,3
823,15.5,2,66,41.2,33,19,6
824,12.4,1,28,22.4,14,8,2
825,16,2,47,23.9,23,13,4
826,13.1,1,60,18.7,30,18,6
827,13,1,31,18,15,9,3
828,12.9,1,37,16.5,18,10,3
829,13,1,44,16.6,22,13,4
830,13.8,1,47,28,23,13,4
831,16.5,2,62,38.8,31,18,6
832,15.7,2,47,35.9,23,13,4
833,13,1,47,24,23,13,4
834,15.9,2,34,44,17,10,3
835,16.4,2,77,33.3,38,22,7
836,16.3,2,60,34.7,30,18,6
837,15.5,2,83,41.3,41,24,8
838,16.1,2,65,17.3,32,19,6
839,12.1,1,22,27.2,11,6,2
840,15.7,2,79,39.9,39,23,7
841,12.1,1,25,17.6,12,7,2
842,15.5,2,84,50.8,42,25,8
843,15.3,2,56,36.8,28,16,5
844,13.2,1,67,23.6,33,19,6
845,13.6,1,38,23.3,19,11,3
846,15.4,2,40,39.3,20,12,4
847,15.6,2,63,42.2,31,18,6
848,13.3,1,45,21.6,22,13,4
849,12.6,1,51,19.1,25,15,5
850,16.2,2,67,41.3,33,19,6
851,13.2,1,64,26.1,32,19,6
852,15.7,2,49,46.5,24,14,4
853,12.6,1,48,20.4,24,14,4
854,13.3,1,39,18.4,19,11,3
855,12.4,1,49,17.2,24,14,4
856,12.5,1,39,21.6,19,11,3
857,15.5,2,51,39.7,25,15,5
858,13,1,54,15,27,16,5
859,12.1,1,49,30.6,24,14,4
860,15.2,2,65,44.2,32,19,6
861,15.4,2,19,36.2,9,5,1
862,16.3,2,85,50.3,42,25,8
863,12.9,1,46,20.5,23,13,4
864,15.6,2,66,36.1,33,19,6
865,15.4,2,61,27.7,30,18,6
866,13.5,1,45,20.7,22,13,4
867,16.6,2,68,34.5,34,20,6
868,16.8,2,52,44.1,26,15,5
869,15.8,2,56,40.3,28,16,5
870,15.6,2,84,36.3,42,25,8
871,15.7,2,44,40.4,22,13,4
872,15.3,2,64,35.2,32,19,6
873,15.5,2,51,20.2,25,15,5
874,15.4,2,60,30.2,30,18,6
875,13.3,1,57,16.7,28,16,5
876,16.8,2,49,33.3,24,14,4
877,17.4,2,64,41.9,32,19,6
878,12.8,1,56,24.5,28,16,5
879,15.4,2,65,47.2,32,19,6
880,16.3,2,55,38.1,27,16,5
881,15.2,2,98,43,49,29,9
882,16,2,69,39.6,34,20,6
883,13.3,1,56,23.6,28,16,5
884,13.6,1,80,5.7,40,24,8
885,13.5,1,65,18.6,32,19,6
886,12.6,1,47,22.3,23,13,4
887,12.6,1,51,22.5,25,15,5
888,12.5,1,63,21.9,31,18,6
889,15.8,2,75,27.2,37,22,7
890,12.9,1,51,25.4,25,15,5
891,15.6,2,55,36.8,27,16,5
892,15.5,2,60,36.3,30,18,6
893,16,2,64,37.6,32,19,6
894,16.5,2,60,41.5,30,18,6
895,15.4,2,73,40.5,36,21,7
896,16.2,2,70,26.7,35,21,7
897,17.4,2,64,32.4,32,19,6
898,15.8,2,48,36.3,24,14,4
899,12.5,1,33,25.8,16,9,3
900,13.5,1,56,16.9,28,16,5
901,12.9,1,37,26.8,18,10,3
902,13.2,1,47,15.6,23,13,4
903,16.9,2,72,48.7,36,21,7
904,12.3,1,58,18.1,29,17,5
905,12.8,1,43,24.1,21,12,4
906,15,2,57,43.6,28,16,5
907,15.2,2,66,23.6,33,19,6
908,17.4,2,67,38.9,33,19,6
909,12.4,1,57,23.7,28,16,5
910,13.5,1,36,14.7,18,10,3
911,16,2,38,48.6,19,11,3
912,13.3,1,60,15.6,30,18,6
913,15.8,2,76,17.2,38,22,7
914,12.3,1,40,20.3,20,12,4
915,15.3,2,59,45.9,29,17,5
916,16.3,2,61,40.3,30,18,6
917,13.9,1,46,19.6,23,13,4
918,12.4,1,51,19.1,25,15,5
919,15.9,2,44,44.2,22,13,4
920,12.5,1,49,16.9,24,14,4
921,13.7,1,41,17.9,20,12,4
922,15.7,2,51,33.9,25,15,5
923,12.6,1,23,26.1,11,6,2
924,12.6,1,61,24.6,30,18,6
925,15.5,2,36,44.6,18,10,3
926,16.3,2,59,22.9,29,17,5
927,12.9,1,45,18.4,22,13,4
928,12.4,1,56,16,28,16,5
929,15.5,2,65,41.3,32,19,6
930,16.8,2,38,53.3,19,11,3
931,13.3,1,41,17.8,20,12,4
932,12.2,1,51,21.6,25,15,5
933,16.5,2,42,23,21,12,4
934,15.2,2,66,39.9,33,19,6
935,15.9,2,75,33.4,37,22,7
936,15.6,2,46,36.3,23,13,4
937,15.9,2,53,38.1,26,15,5
938,15.9,2,68,23.8,34,20,6
939,16.3,2,101,35.3,50,30,10
940,12.1,1,19,22.1,9,5,1
941,15.8,2,66,39.5,33,19,6
942,15.5,2,58,40.3,29,17,5
943,17,2,64,47.8,32,19,6
944,13.4,1,39,26,19,11,3
945,12.8,1,62,21.9,31,18,6
946,12.9,1,42,26.9,21,12,4
947,12.6,1,60,12.6,30,18,6
948,12.6,1,54,18.6,27,16,5
949,12.8,1,63,16.9,31,18,6
950,15.5,2,72,21.9,36,21,7
951,12.9,1,38,23.3,19,11,3
952,15.3,2,69,36.8,34,20,6
953,13.8,1,36,15.9,18,10,3
954,16.9,2,73,36.6,36,21,7
955,15.7,2,64,32.6,32,19,6
956,15.6,2,74,31.8,37,22,7
957,12.8,1,46,22.4,23,13,4
958,15.4,2,45,28.8,22,13,4
959,13.5,1,41,21.5,20,12,4
960,16.4,2,57,24.4,28,16,5
961,15.9,2,65,42.2,32,19,6
962,15.2,2,59,22.9,29,17,5
963,15.2,2,53,32.5,26,15,5
964,16.5,2,76,30.1,38,22,7
965,16.7,2,46,28.1,23,13,4
966,15.8,2,46,27.8,23,13,4
967,16.3,2,50,37.2,25,15,5
968,15.9,2,45,30.6,22,13,4
969,16.2,2,54,38.3,27,16,5
970,12.1,1,59,16.4,29,17,5
971,13.6,1,47,18.5,23,13,4
972,12.5,1,48,23.1,24,14,4
973,15.5,2,68,41.6,34,20,6
974,15.5,2,45,25.4,22,13,4
975,15.3,2,82,39.7,41,24,8
976,12.9,1,51,15.6,25,15,5
977,12.3,1,45,29,22,13,4
978,15.5,2,34,35.5,17,10,3
979,15.8,2,59,42.4,29,17,5
980,12.8,1,43,19.8,21,12,4
981,16.3,2,76,26.5,38,22,7
982,15.5,2,39,33.6,19,11,3
983,15.4,2,85,31.9,42,25,8
984,13.8,1,34,25.5,17,10,3
985,15.9,2,51,28,25,15,5
986,16.3,2,96,38,48,28,9
987,16.3,2,42,42.5,21,12,4
988,12.6,1,53,20.6,26,15,5
989,17,2,44,44.3,22,13,4
990,15.8,2,55,45.6,27,16,5
991,16.2,2,65,39.6,32,19,6
992,15.1,2,33,39.8,16,9,3
993,15.9,2,72,38.1,36,21,7
994,15.9,2,55,46.8,27,16,5
995,15.8,2,68,34.8,34,20,6
996,12.8,1,48,23.7,24,14,4
997,14,1,54,20.4,27,16,5
998,16.5,2,50,31.7,25,15,5
999,16.1,2,52,7.7,26,15,5
1000,15.4,2,48,33.4,24,14,4
